Species,X,Y,NLCD52P,warm
background,2311955,9871390,0.0,0.0
background,2311956,9868824,0.4329,0.0
background,2311957,9870614,0.0,0.0
background,2311958,9870592,0.0,0.0
background,2311959,9873258,3.174603,0.0
background,2311960,9870302,0.835176,0.0
background,2311961,9873326,0.0,0.0
background,2311962,9865744,0.407166,0.0
background,2311963,9874070,0.0,0.0
background,2311964,9870962,7.943208,0.0
background,2311965,9868136,6.713165,0.0
background,2311966,9865764,1.177394,0.0
background,2311967,9868116,0.0,0.0
background,2311968,9868036,4.561003,0.0
background,2311969,9869952,0.753769,0.0
background,2311970,9870804,3.156566,0.0
background,2311971,9870894,3.763697,0.0
background,2311972,9866302,0.0,0.0
background,2311973,9870272,5.54371,0.0
background,2311974,9873352,2.055407,0.0
background,2311975,9873944,3.157457,0.0
background,2311976,9868874,0.0,0.0
background,2311977,9868082,2.80236,0.0
background,2311978,9867924,0.0,0.0
background,2311979,9867236,0.544959,0.0
background,2311980,9867972,1.372289,0.0
background,2311981,9869270,2.775527,0.0
background,2311982,9869264,1.525106,0.0
background,2311984,9873346,0.0,0.0
background,2311985,9870738,1.867816,0.0
background,2311986,9873088,0.0,0.0
background,2311987,9868780,0.788497,0.0
background,2311988,9871200,5.032293,0.0
background,2311989,9865914,1.386431,0.0
background,2311990,9869294,4.706919,0.0
background,2311991,9866112,0.503074,0.0
background,2311992,9867018,0.0,0.0
background,2311993,9865800,8.96861,0.0
background,2311994,9868100,2.146893,0.0
background,2311995,9868158,3.417918,0.0
background,2311996,9870310,3.323699,0.0
background,2311997,9867766,0.962606,0.0
background,2311998,9867502,1.353667,0.0
background,2311999,9869576,3.910525,0.0
background,2312000,9870442,0.196232,0.0
background,2312001,9869512,4.891304,0.0
background,2312002,9866992,6.818182,0.0
background,2312003,9868268,1.572581,0.0
background,2312004,9865852,0.0,0.0
background,2312005,9867990,0.243962,0.0
background,2312006,9868898,0.0,0.0
background,2312007,9873948,4.585635,0.0
background,2312008,9869286,7.21598,0.0
background,2312009,9868708,0.0,0.0
background,2312010,9868704,0.705882,0.0
background,2312011,9868094,0.0,0.0
background,2312012,9871286,0.0,0.0
background,2312013,9869534,7.181943,0.0
background,2312014,9869502,0.0,0.0
background,2312015,9870420,1.091405,0.0
background,2312016,9868246,2.180406,0.0
background,2312017,9870898,8.730159,0.0
background,2312018,9870622,2.75378,0.0
background,2312019,9869248,1.489316,0.0
background,2312020,9870628,0.0,0.0
background,2312021,9869958,7.053942,0.0
background,2312022,9870984,2.07087,0.0
background,2312023,9870842,1.006289,0.0
background,2312024,9870578,0.0,0.0
background,2312025,9867774,0.0,0.0
background,2312026,9869524,0.0,0.0
background,2312027,9870364,2.115656,0.0
background,2312028,9870306,0.0,0.0
background,2312029,9867304,0.0,0.0
background,2312030,9871462,1.64108,0.0
background,2312031,9870850,11.076685,0.0
background,2312032,9870802,4.979253,0.0
background,2312033,9868150,0.0,0.0
background,2312034,9869244,1.338297,0.0
background,2312035,9870590,5.875674,0.0
background,2312036,9869546,1.389744,0.0
background,2312037,9870926,10.4792,0.0
background,2312038,9870916,12.760666,0.0
background,2312039,9866866,0.0,0.0
background,2312040,9869568,4.113493,0.0
background,2312041,9867658,0.0,0.0
background,2312042,9865670,0.0,0.0
background,2312043,9865582,0.0,0.0
background,2312044,9870790,0.0,0.0
background,2312045,9868462,0.0,0.0
background,2312046,9868102,1.337614,0.0
background,2312047,9866976,0.0,0.0
background,2312048,9870440,2.941176,0.0
background,2312049,9870946,5.929526,0.0
background,2312050,9867052,1.203351,0.0
background,2312051,9865980,2.195609,0.0
background,2312052,9870368,1.44,0.0
background,2312053,9870906,25.94235,0.0
background,2312054,9866856,0.0,0.0
background,2312055,9870344,0.133156,0.0
background,2312056,9868368,0.0,0.0
background,2312057,9870880,25.867508,0.0
background,2312058,9865916,0.0,0.0
background,2312059,9868052,3.237214,0.0
background,2312060,9865690,0.100664,0.0
background,2312061,9867794,0.0,0.0
background,2312062,9870932,2.298851,0.0
background,2312063,9868680,0.0,0.0
background,2312064,9866986,0.0,0.0
background,2312065,9869276,6.451613,0.0
background,2312066,9868068,3.37958,0.0
background,2312067,9868092,0.641711,0.0
background,2312068,9869278,2.759044,0.0
background,2312069,9868096,1.000238,0.0
background,2312070,9868658,0.0,0.0
background,2312071,9865596,1.416431,0.0
background,2312072,9865872,0.255381,0.0
background,2312074,9867058,3.480475,0.0
background,2312075,9865750,0.072046,0.0
background,2312076,9868256,2.205882,0.0
background,2312077,9868062,0.0,0.0
background,2312078,9868242,1.108336,0.0
background,2312079,9867102,0.520833,0.0
background,2312080,9866890,7.142857,0.0
background,2312081,9865578,0.0,0.0
background,2312082,9865624,0.780287,0.0
background,2312083,9866900,0.0,0.0
background,2312084,9866960,0.0,0.0
background,2312085,9867136,2.39726,0.0
background,2312086,9867126,0.0,0.0
background,2312087,9866876,0.0,0.0
background,2312088,9865906,0.0,0.0
background,2312089,9866098,2.513089,0.0
background,2312090,9865954,0.0,0.0
background,2312091,9865662,0.098571,0.0
background,2312092,9865896,3.279883,0.0
background,2312093,9865720,0.0,0.0
background,2312094,9865600,0.0,0.0
background,2312095,9865798,0.0,0.0
background,2312096,9867226,0.0,0.0
background,2312097,9865612,0.0,0.0
background,2312098,9865648,0.373599,0.0
background,2312099,9865668,0.025981,0.0
background,2312100,9865740,0.648824,0.0
background,2312101,9866882,1.240695,0.0
background,2312102,9868270,0.256657,0.0
background,2312103,9866042,0.0,0.0
background,2312104,9867396,0.0,0.0
background,2312105,9865770,4.071661,0.0
background,2312106,9866040,0.0,0.0
background,2312107,9865638,0.644122,0.0
background,2312108,9865664,0.0,0.0
background,2312109,9865760,1.27551,0.0
background,2312110,9865748,0.0,0.0
background,2312111,9865860,2.651021,0.0
background,2312112,9867144,1.311806,0.0
background,2312113,9865586,0.0,0.0
background,2312114,9865728,0.0,0.0
background,2312115,9865702,1.555556,0.0
background,2312116,9865698,0.069271,0.0
background,2312117,9865736,0.0,0.0
background,2312118,9866172,0.0,0.0
background,2312119,9865934,0.260078,0.0
background,2312120,9870826,10.627036,0.0
background,2312121,9866130,0.0,0.0
background,2312122,9866888,0.0,0.0
background,2312123,9867080,2.377179,0.0
background,2312124,9866154,0.0,0.0
background,2312125,9865958,2.143295,0.0
background,2312126,9867958,2.154626,0.0
background,2312127,9867014,0.0,0.0
background,2312128,9865976,2.656827,0.0
background,2312129,9865938,8.387097,0.0
background,2312130,9865900,0.0,0.0
background,2312131,9866964,1.886792,0.0
background,2312132,9865746,0.0,0.0
background,2312133,9868312,2.389967,0.0
background,2312134,9866020,0.0,0.0
background,2312135,9865898,0.091575,0.0
background,2312136,9865892,0.0,0.0
background,2312137,9866000,0.0,0.0
background,2312138,9865680,5.092593,0.0
background,2312139,9867110,4.736609,0.0
background,2312140,9867038,0.981374,0.0
background,2312141,9865610,0.0,0.0
background,2312142,9867128,1.002506,0.0
background,2312143,9865666,0.343544,0.0
background,2312144,9865952,0.22242,0.0
background,2312146,9867314,0.081766,0.0
background,2312147,9868466,0.0,0.0
background,2312148,9865994,3.791469,0.0
background,2312149,9865568,0.0,0.0
background,2312150,9865626,0.0,0.0
background,2312151,9867034,0.0,0.0
background,2312152,9868048,0.0,0.0
background,2312153,9865806,0.894118,0.0
background,2312154,9866096,0.057176,0.0
background,2312155,9865890,10.252905,0.0
background,2312156,9865778,0.0,0.0
background,2312157,9865830,0.0,0.0
background,2312158,9866908,0.0,0.0
background,2312159,9868474,0.0,0.0
background,2312160,9866024,2.462322,0.0
background,2312161,9866958,0.212089,0.0
background,2312162,9865604,0.0,0.0
background,2312163,9865620,0.0,0.0
background,2312164,9865658,0.0,0.0
background,2312165,9865762,0.0,0.0
background,2312166,9865588,0.022681,0.0
background,2312167,9867160,5.517241,0.0
background,2312168,9866860,0.342466,0.0
background,2312169,9865846,0.0,0.0
background,2312170,9867166,4.444444,0.0
background,2312171,9865996,1.872659,0.0
background,2312172,9868486,0.0,0.0
background,2312173,9865946,0.287081,0.0
background,2312174,9868258,1.671799,0.0
background,2312175,9867032,0.0,0.0
background,2312176,9865886,0.0,0.0
background,2312177,9865844,2.18712,0.0
background,2312178,9867266,0.599259,0.0
background,2312179,9868774,0.4,0.0
background,2312180,9865986,0.516796,0.0
background,2312181,9865774,0.0,0.0
background,2312182,9865874,0.771388,0.0
background,2312183,9865560,0.0,0.0
background,2312184,9867332,0.0,0.0
background,2312185,9867098,0.0,0.0
background,2312186,9867072,0.0,0.0
background,2312187,9865814,0.0,0.0
background,2312188,9865940,0.0,0.0
background,2312189,9865998,0.0,0.0
background,2312190,9866896,3.048181,0.0
background,2312191,9865574,0.0,0.0
background,2312192,9867078,1.821763,0.0
background,2312193,9865810,0.0,0.0
background,2312194,9866180,0.0,0.0
background,2312195,9868802,0.0,0.0
background,2312196,9867130,0.0,0.0
background,2312197,9867252,0.0,0.0
background,2312198,9865904,0.193573,0.0
background,2312199,9866030,0.449219,0.0
background,2312200,9866006,1.724138,0.0
background,2312201,9870712,5.310828,0.0
background,2312202,9868378,0.23571,0.0
background,2312203,9868812,0.0,0.0
background,2312204,9867704,0.0,0.0
background,2312205,9867000,0.0,0.0
background,2312206,9867030,0.0,0.0
background,2312207,9866016,0.0,0.0
background,2312208,9866038,1.648936,0.0
background,2312209,9866898,0.364299,0.0
background,2312210,9865930,0.578549,0.0
background,2312211,9865790,4.411765,0.0
background,2312212,9866184,0.901578,0.0
background,2312213,9866088,0.391608,0.0
background,2312214,9866008,4.347826,0.0
background,2312215,9865824,0.0,0.0
background,2312216,9867582,0.510204,0.0
background,2312217,9865644,0.0,0.0
background,2312218,9865982,0.0,0.0
background,2312219,9865854,18.518519,0.0
background,2312220,9866186,2.175665,0.0
background,2312221,9865944,1.413134,0.0
background,2312222,9865754,0.0,0.0
background,2312223,9867456,0.0,0.0
background,2312224,9867182,0.0,0.0
background,2312225,9868272,0.943396,0.0
background,2312226,9865984,0.0,0.0
background,2312227,9866148,0.0,0.0
background,2312228,9868804,0.0,0.0
background,2312229,9865832,0.148368,0.0
background,2312230,9865856,0.0,0.0
background,2312231,9866874,0.0,0.0
background,2312232,9866032,0.225327,0.0
background,2312233,9866912,0.971599,0.0
background,2312234,9867992,0.0,0.0
background,2312235,9867604,0.0,0.0
background,2312236,9865862,0.815217,0.0
background,2312237,9865784,0.0,0.0
background,2312238,9868752,0.0,0.0
background,2312239,9867112,0.86246,0.0
background,2312240,9865974,0.943033,0.0
background,2312241,9866100,2.255193,0.0
background,2312242,9868782,0.793651,0.0
background,2312244,9865602,0.0,0.0
background,2312245,9866954,0.0,0.0
background,2312246,9865834,0.0,0.0
background,2312247,9865932,0.954654,0.0
background,2312248,9865554,0.0,0.0
background,2312249,9865552,0.0,0.0
background,2312250,9866196,0.707744,0.0
background,2312251,9866914,0.0,0.0
background,2312252,9865870,1.993704,0.0
background,2312253,9866198,0.969305,0.0
background,2312254,9867356,0.155833,0.0
background,2312255,9868750,0.0,0.0
background,2312256,9868506,3.636364,0.0
background,2312257,9867084,0.0,0.0
background,2312258,9867068,0.0,0.0
background,2312259,9865816,0.0,0.0
background,2312260,9866966,0.0,0.0
background,2312261,9865804,4.252577,0.0
background,2312262,9865902,1.560062,0.0
background,2312263,9866892,4.469274,0.0
background,2312264,9867664,0.0,0.0
background,2312265,9867552,0.0,0.0
background,2312266,9866012,0.0,0.0
background,2312267,9868776,1.783724,0.0
background,2312269,9866082,0.0,0.0
background,2312270,9867168,0.0,0.0
background,2312271,9865724,0.0,0.0
background,2312272,9866870,0.0,0.0
background,2312273,9865718,1.301262,0.0
background,2312274,9865712,0.0,0.0
background,2312275,9865616,0.789243,0.0
background,2312276,9866174,0.0,0.0
background,2312277,9865918,0.234852,0.0
background,2312278,9866904,5.970556,0.0
background,2312279,9866036,0.288184,0.0
background,2312280,9868798,0.0,0.0
background,2312281,9865650,0.0,0.0
background,2312282,9868810,0.0,0.0
background,2312283,9866864,0.0,0.0
background,2312284,9868892,0.0,0.0
background,2312285,9867202,1.421164,0.0
background,2312286,9868230,1.114413,0.0
background,2312287,9865866,0.0,0.0
background,2312288,9865828,0.0,0.0
background,2312289,9866022,1.083744,0.0
background,2312290,9868512,0.0,0.0
background,2312291,9871334,0.0,0.0
background,2312292,9867590,0.0,0.0
background,2312293,9866018,0.0,0.0
background,2312294,9865878,0.777562,0.0
background,2312295,9865734,0.0,0.0
background,2312296,9865558,0.0,0.0
background,2312297,9865646,0.0,0.0
background,2312298,9866004,0.0,0.0
background,2312299,9867848,0.210716,0.0
background,2312300,9868560,0.0,0.0
background,2312301,9865562,0.0,0.0
background,2312302,9868250,0.571312,0.0
background,2312303,9866072,0.259471,0.0
background,2312304,9865628,0.0,0.0
background,2312305,9865632,0.0,0.0
background,2312306,9865572,0.0,0.0
background,2312307,9866182,0.0,0.0
background,2312308,9866858,0.0,0.0
background,2312309,9866014,0.0,0.0
background,2312310,9866102,1.341853,0.0
background,2312311,9865756,0.952381,0.0
background,2312312,9868796,0.0,0.0
background,2312313,9865704,7.12766,0.0
background,2312314,9865700,0.613027,0.0
background,2312315,9866872,0.0,0.0
background,2312316,9865882,0.0,0.0
background,2312317,9866176,0.0,0.0
background,2312318,9865676,0.0,0.0
background,2312319,9868532,0.0,0.0
background,2312320,9865956,0.0,0.0
background,2312321,9865694,0.36305,0.0
background,2312322,9865936,3.302961,0.0
background,2312323,9865674,0.0,0.0
background,2312324,9865684,0.0,0.0
background,2312325,9867326,0.0,0.0
background,2312326,9868498,0.559284,0.0
background,2312327,9865738,0.0,0.0
background,2312328,9867350,0.069387,0.0
background,2312329,9868244,2.593419,0.0
background,2312330,9866194,0.0,0.0
background,2312331,9867132,0.0,0.0
background,2312332,9867358,0.0,0.0
background,2312333,9868304,0.340467,0.0
background,2312334,9866924,1.037118,0.0
background,2312335,9866910,0.0,0.0
background,2312336,9865966,1.847575,0.0
background,2312337,9865776,0.0,0.0
background,2312338,9866894,0.0,0.0
background,2312339,9867342,0.0,0.0
background,2312340,9868516,0.0,0.0
background,2312341,9868890,0.0,0.0
background,2312342,9865910,0.0,0.0
background,2312343,9866170,1.187648,0.0
background,2312344,9865812,7.223114,0.0
background,2312345,9865876,2.176871,0.0
background,2312346,9865564,0.0,0.0
background,2312347,9867082,0.0,0.0
background,2312348,9865618,2.108434,0.0
background,2312349,9865636,0.0,0.0
background,2312350,9866862,0.722674,0.0
background,2312351,9865576,0.0,0.0
background,2312352,9865598,0.0,0.0
background,2312353,9865714,0.0,0.0
background,2312354,9865682,0.0,0.0
background,2312355,9865570,0.0,0.0
background,2312356,9866928,3.082586,0.0
background,2312357,9870900,9.052758,0.0
background,2312358,9866868,0.0,0.0
background,2312359,9865594,0.0,0.0
background,2312360,9865836,29.042386,0.0
background,2312361,9865722,0.0,0.0
background,2312362,9865782,4.509583,0.0
background,2312363,9865786,0.0,0.0
background,2312364,9866188,5.215827,0.0
background,2312365,9866980,0.0,0.0
background,2312366,9868454,4.624277,0.0
background,2312367,9867096,0.0,0.0
background,2312368,9866886,2.004147,0.0
background,2312369,9865960,0.0,0.0
background,2312370,9866168,0.0,0.0
background,2312371,9866906,0.598802,0.0
background,2312372,9865972,3.056027,0.0
background,2312373,9865888,0.4,0.0
background,2312374,9865580,0.0,0.0
background,2312375,9868446,0.0,0.0
background,2312376,9866094,4.273504,0.0
background,2312377,9865608,0.0,0.0
background,2312378,9870824,5.878187,0.0
background,2312379,9865590,0.859711,0.0
background,2312380,9865794,0.143737,0.0
background,2312381,9866002,0.063412,0.0
background,2312382,9868292,0.527426,0.0
background,2312383,9866026,0.0,0.0
background,2312384,9867178,0.0,0.0
background,2312385,9865726,0.0,0.0
background,2312386,9865710,0.0,0.0
background,2312387,9866994,1.028074,0.0
background,2312388,9866178,1.74216,0.0
background,2312389,9866962,0.122699,0.0
background,2312390,9867198,0.0,0.0
background,2312391,9865894,0.447213,0.0
background,2312392,9865606,0.898204,0.0
background,2312393,9868274,2.743249,0.0
background,2312394,9870854,7.553174,0.0
background,2312395,9871172,0.22779,0.0
background,2312396,9868458,0.0,0.0
background,2312397,9866922,19.191919,0.0
background,2312399,9867512,0.676819,0.0
background,2312400,9867672,1.02927,0.0
background,2312401,9870780,9.60992,0.0
background,2312402,9871266,0.0,0.0
background,2312403,9867042,0.0,0.0
background,2312404,9868852,0.0,0.0
background,2312405,9868840,0.0,0.0
background,2312406,9868848,0.0,0.0
background,2312407,9867206,0.341103,0.0
background,2312408,9868698,0.0,0.0
background,2312409,9868860,0.0,0.0
background,2312410,9867340,0.0,0.0
background,2312412,9867474,0.0,0.0
background,2312413,9868580,0.0,0.0
background,2312414,9867374,0.0,0.0
background,2312415,9868278,0.0,0.0
background,2312416,9868760,0.0,0.0
background,2312417,9868622,0.0,0.0
background,2312418,9868534,0.0,0.0
background,2312419,9867380,0.0,0.0
background,2312420,9867220,0.229665,0.0
background,2312421,9870710,15.890645,0.0
background,2312422,9871468,0.0,0.0
background,2312423,9868838,0.0,0.0
background,2312424,9868856,0.0,0.0
background,2312425,9867468,0.461538,0.0
background,2312426,9867388,0.0,0.0
background,2312427,9867906,0.390244,0.0
background,2312428,9869376,5.217786,0.0
background,2312429,9868414,4.985755,0.0
background,2312430,9867920,3.286525,0.0
background,2312431,9868280,0.017473,0.0
background,2312432,9867118,0.75078,0.0
background,2312433,9867312,0.0,0.0
background,2312434,9867728,0.2589,0.0
background,2312435,9868306,0.097733,0.0
background,2312436,9868170,0.727069,0.0
background,2312437,9867242,0.10923,0.0
background,2312438,9867800,0.0,0.0
background,2312439,9867452,0.0,0.0
background,2312440,9867566,0.690021,0.0
background,2312441,9868806,0.0,0.0
background,2312442,9867196,0.0,0.0
background,2312443,9867598,0.0,0.0
background,2312444,9867428,0.0,0.0
background,2312445,9867274,0.0,0.0
background,2312446,9867954,0.885544,0.0
background,2312447,9868144,0.0,0.0
background,2312449,9867010,0.410317,0.0
background,2312450,9878324,0.0,0.0
background,2312451,9870476,1.523395,0.0
background,2312452,9871216,1.991614,0.0
background,2312453,9870782,5.241215,0.0
background,2312454,9867676,0.589391,0.0
background,2312455,9868288,0.157192,0.0
background,2312456,9868404,0.298745,0.0
background,2312457,9868850,0.0,0.0
background,2312458,9867086,0.0,0.0
background,2312459,9868844,1.093892,0.0
background,2312460,9868862,10.10453,0.0
background,2312461,9867640,0.147798,0.0
background,2312462,9868324,0.0,0.0
background,2312463,9867412,0.559534,0.0
background,2312464,9868054,6.565657,0.0
background,2312465,9868468,0.702576,0.0
background,2312466,9868390,0.600506,0.0
background,2312467,9868402,1.332992,0.0
background,2312469,9866978,0.0,0.0
background,2312470,9868716,0.0,0.0
background,2312471,9870638,2.126044,0.0
background,2312472,9867186,0.0,0.0
background,2312474,9868400,0.122228,0.0
background,2312475,9867758,0.0,0.0
background,2312476,9870300,0.0,0.0
background,2312477,9868554,0.0,0.0
background,2312478,9868606,1.398601,0.0
background,2312479,9871116,8.243607,0.0
background,2312480,9871114,4.409603,0.0
background,2312481,9870868,16.969697,0.0
background,2312482,9867092,0.0,0.0
background,2312483,9866936,0.0,0.0
background,2312484,9870990,11.702128,0.0
background,2312485,9868424,0.976668,0.0
background,2312486,9868672,0.0,0.0
background,2312487,9868056,7.04698,0.0
background,2312488,9867600,0.0,0.0
background,2312490,9868830,0.0,0.0
background,2312491,9868846,0.0,0.0
background,2312492,9867066,0.903283,0.0
background,2312493,9868546,0.0,0.0
background,2312494,9868544,0.0,0.0
background,2312495,9868592,0.0,0.0
background,2312496,9867208,5.521643,0.0
background,2312497,9867960,2.673267,0.0
background,2312498,9867752,0.0,0.0
background,2312499,9868380,1.420305,0.0
background,2312500,9868050,4.114205,0.0
background,2312501,9868034,14.723926,0.0
background,2312502,9870756,3.121659,0.0
background,2312503,9868626,0.0,0.0
background,2312504,9867430,0.0,0.0
background,2312505,9868602,0.0,0.0
background,2312507,9867490,0.2457,0.0
background,2312508,9868574,0.0,0.0
background,2312509,9868382,0.475436,0.0
background,2312510,9869408,2.562574,0.0
background,2312511,9867180,0.0,0.0
background,2312512,9868122,0.986133,0.0
background,2312513,9870282,0.988875,0.0
background,2312514,9867364,0.0,0.0
background,2312515,9871182,1.130507,0.0
background,2312516,9869422,2.275025,0.0
background,2312517,9867962,0.0,0.0
background,2312518,9870252,0.0,0.0
background,2312519,9867720,0.0,0.0
background,2312520,9867754,0.0,0.0
background,2312521,9867054,0.0,0.0
background,2312522,9870518,2.037846,0.0
background,2312523,9868058,5.854293,0.0
background,2312524,9867184,0.0,0.0
background,2312525,9867480,0.0,0.0
background,2312527,9867554,0.158117,0.0
background,2312528,9867666,0.0,0.0
background,2312529,9868786,0.0,0.0
background,2312530,9867978,8.630952,0.0
background,2312531,9867486,0.30012,0.0
background,2312532,9867610,0.568541,0.0
background,2312533,9867936,2.089244,0.0
background,2312534,9867516,0.0,0.0
background,2312535,9868644,6.412639,0.0
background,2312536,9868880,1.190476,0.0
background,2312537,9868518,0.0,0.0
background,2312538,9868490,0.0,0.0
background,2312539,9867258,0.0,0.0
background,2312540,9868420,0.0,0.0
background,2312541,9867268,0.0,0.0
background,2312542,9867422,0.0,0.0
background,2312543,9867262,2.31405,0.0
background,2312544,9869448,7.625109,0.0
background,2312545,9867708,1.490721,0.0
background,2312546,9867836,2.152499,0.0
background,2312547,9867464,0.474898,0.0
background,2312548,9867918,2.802548,0.0
background,2312549,9867012,0.0,0.0
background,2312550,9866982,0.0,0.0
background,2312551,9867862,1.056604,0.0
background,2312552,9870978,0.960439,0.0
background,2312553,9868322,0.0,0.0
background,2312554,9868568,0.0,0.0
background,2312555,9870682,0.608931,0.0
background,2312556,9867188,0.0,0.0
background,2312557,9868570,0.0,0.0
background,2312558,9866938,0.0,0.0
background,2312559,9867660,0.0,0.0
background,2312560,9867372,2.550529,0.0
background,2312561,9870750,5.581835,0.0
background,2312562,9869406,4.035874,0.0
background,2312563,9867976,0.0,0.0
background,2312564,9868008,3.851262,0.0
background,2312565,9870848,2.412646,0.0
background,2312566,9870832,7.692308,0.0
background,2312568,9868674,0.0,0.0
background,2312569,9867216,0.0,0.0
background,2312570,9867222,0.0,0.0
background,2312571,9870320,6.565657,0.0
background,2312572,9870582,2.480127,0.0
background,2312573,9867214,0.0,0.0
background,2312574,9870292,1.462431,0.0
background,2312576,9868550,0.0,0.0
background,2312578,9867524,0.0,0.0
background,2312579,9870684,4.529617,0.0
background,2312580,9867328,0.0,0.0
background,2312581,9868328,0.206186,0.0
background,2312582,9870732,15.403033,0.0
background,2312583,9867678,0.459982,0.0
background,2312584,9870716,13.46111,0.0
background,2312585,9867434,0.0,0.0
background,2312587,9870566,2.310655,0.0
background,2312588,9870520,3.960167,0.0
background,2312589,9870724,1.382243,0.0
background,2312590,9868284,0.0,0.0
background,2312591,9867390,0.0,0.0
background,2312592,9871186,3.474706,0.0
background,2312593,9867376,0.0,0.0
background,2312594,9867584,0.0,0.0
background,2312595,9867506,0.25974,0.0
background,2312596,9867662,0.0,0.0
background,2312597,9867570,0.0,0.0
background,2312598,9867114,0.190404,0.0
background,2312599,9868638,1.15894,0.0
background,2312600,9868072,1.203008,0.0
background,2312601,9870280,0.0,0.0
background,2312602,9870326,2.302861,0.0
background,2312603,9867320,0.0,0.0
background,2312604,9867094,0.0,0.0
background,2312605,9870294,11.459718,0.0
background,2312606,9867228,0.0,0.0
background,2312607,9867642,2.421616,0.0
background,2312608,9870544,3.957784,0.0
background,2312609,9870640,1.81962,0.0
background,2312610,9868748,0.0,0.0
background,2312611,9867286,0.352645,0.0
background,2312612,9868624,0.0,0.0
background,2312613,9871274,0.0,0.0
background,2312614,9867022,0.0,0.0
background,2312615,9867408,3.265602,0.0
background,2312616,9867688,0.097847,0.0
background,2312617,9868630,0.0,0.0
background,2312618,9867966,0.0,0.0
background,2312619,9870386,2.151354,0.0
background,2312621,9867696,0.914381,0.0
background,2312622,9867614,0.0,0.0
background,2312623,9870426,5.791744,0.0
background,2312624,9868156,1.33824,0.0
background,2312625,9868520,5.855856,0.0
background,2312626,9868524,0.0,0.0
background,2312627,9865548,0.0,0.0
background,2312628,9867616,2.227433,0.0
background,2312629,9868728,0.0,0.0
background,2312630,9868790,0.0,0.0
background,2312631,9867296,0.0,0.0
background,2312632,9867956,3.285803,0.0
background,2312633,9870296,19.84127,0.0
background,2312634,9867478,3.530259,0.0
background,2312635,9867586,0.182983,0.0
background,2312636,9868526,0.0,0.0
background,2312637,9870428,1.161563,0.0
background,2312638,9867574,0.784314,0.0
background,2312639,9867292,0.0,0.0
background,2312640,9867194,0.0,0.0
background,2312641,9867870,0.0,0.0
background,2312642,9867534,0.647205,0.0
background,2312643,9867362,0.297089,0.0
background,2312644,9866932,1.463946,0.0
background,2312645,9868376,0.088117,0.0
background,2312646,9867564,6.298201,0.0
background,2312647,9868778,0.0,0.0
background,2312648,9866952,0.550817,0.0
background,2312649,9867348,0.0,0.0
background,2312650,9867580,0.0,0.0
background,2312651,9870814,0.648243,0.0
background,2312652,9868826,0.0,0.0
background,2312653,9868528,0.0,0.0
background,2312654,9868342,0.0,0.0
background,2312655,9868746,14.619883,0.0
background,2312656,9868814,0.0,0.0
background,2312657,9870482,0.925926,0.0
background,2312658,9867360,0.0,0.0
background,2312659,9867910,2.572347,0.0
background,2312660,9868816,0.0,0.0
background,2312661,9867864,5.980674,0.0
background,2312662,9868476,0.0,0.0
background,2312663,9867462,0.336597,0.0
background,2312664,9867410,0.0,0.0
background,2312665,9867044,8.860759,0.0
background,2312666,9868286,0.477454,0.0
background,2312667,9868828,0.0,0.0
background,2312668,9867300,0.0,0.0
background,2312669,9867694,3.038674,0.0
background,2312670,9870676,1.997147,0.0
background,2312671,9871276,0.0,0.0
background,2312672,9868558,0.0,0.0
background,2312673,9871332,7.54717,0.0
background,2312674,9867982,0.0,0.0
background,2312675,9868842,0.0,0.0
background,2312676,9868374,6.016497,0.0
background,2312677,9868308,0.645161,0.0
background,2312678,9868566,0.0,0.0
background,2312679,9867556,3.773585,0.0
background,2312680,9868448,0.0,0.0
background,2312681,9868310,0.85197,0.0
background,2312682,9867514,0.0,0.0
background,2312683,9867674,0.331126,0.0
background,2312684,9867062,1.351098,0.0
background,2312685,9868562,0.0,0.0
background,2312687,9870424,8.196385,0.0
background,2312688,9867006,0.0,0.0
background,2312689,9870460,19.390347,0.0
background,2312690,9867828,3.230103,0.0
background,2312691,9867798,0.0,0.0
background,2312692,9867628,0.0,0.0
background,2312693,9868576,0.0,0.0
background,2312695,9867736,0.468645,0.0
background,2312696,9867442,0.0,0.0
background,2312697,9867444,0.0,0.0
background,2312698,9871306,0.0,0.0
background,2312699,9870746,0.282486,0.0
background,2312700,9868548,0.364204,0.0
background,2312701,9868344,1.48771,0.0
background,2312702,9870454,8.715596,0.0
background,2312703,9867272,0.0,0.0
background,2312704,9878340,0.0,0.0
background,2312705,9867076,0.0,0.0
background,2312706,9867386,0.0,0.0
background,2312707,9868488,0.0,0.0
background,2312708,9867824,0.0,0.0
background,2312709,9870734,3.893576,0.0
background,2312710,9868724,0.0,0.0
background,2312711,9868388,0.482005,0.0
background,2312712,9868858,0.0,0.0
background,2312713,9869500,0.0,0.0
background,2312714,9869498,1.565192,0.0
background,2312715,9870772,4.867006,0.0
background,2312716,9867952,2.658709,0.0
background,2312717,9867624,0.0,0.0
background,2312718,9867240,0.465735,0.0
background,2312719,9867822,3.334706,0.0
background,2312720,9867548,0.919118,0.0
background,2312721,9867520,0.0,0.0
background,2312722,9868356,0.0,0.0
background,2312723,9871416,0.0,0.0
background,2312724,9870480,1.396648,0.0
background,2312725,9867420,3.596288,0.0
background,2312726,9867424,0.0,0.0
background,2312727,9867246,0.0,0.0
background,2312728,9867346,0.855432,0.0
background,2312729,9867204,0.0,0.0
