Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.14729E-3,64.506251184,0.662731349,0.010628303,0.495833333,0
1.17603E-3,64.855196445,0.668238573,0.010452143,0.5,0
1.18223E-3,65.091494784,0.66940399,0.010334703,0.504166667,0
1.20631E-3,65.331692593,0.673851072,0.010217264,0.504166667,0
1.21656E-3,65.574887605,0.675706571,0.010099824,0.508333333,0
1.23248E-3,65.821313063,0.678549431,0.009982384,0.508333333,0
1.24024E-3,66.068644276,0.679917616,0.009864944,0.516666667,0
1.24546E-3,66.317499058,0.680831354,0.009747504,0.520833333,0
1.24691E-3,66.566861826,0.681083928,0.009630065,0.529166667,0
1.25262E-3,66.81735836,0.682075493,0.009512625,0.533333333,0
1.25517E-3,67.068293098,0.682515959,0.009395185,0.533333333,0
1.26406E-3,67.320263921,0.684043256,0.009277745,0.533333333,0
1.27971E-3,67.57534785,0.68669682,0.009160305,0.541666667,0
1.30679E-3,67.83409201,0.691184483,0.009042866,0.545833333,0
1.31386E-3,68.096473547,0.692335087,0.008925426,0.55,0
1.32373E-3,68.360454422,0.6939268,0.008807986,0.558333333,0
1.32509E-3,68.625383486,0.694143735,0.008690546,0.5625,0
1.32904E-3,68.758289668,0.694776459,0.008631826,0.566666667,0
1.341E-3,69.026181233,0.696672777,0.008514386,0.566666667,0
1.35032E-3,69.296035777,0.698133372,0.008396947,0.570833333,0
1.37005E-3,69.568902918,0.701181658,0.008279507,0.575,0
1.37777E-3,69.84393925,0.702357778,0.008162067,0.575,0
1.3841E-3,70.120530845,0.703315292,0.008044627,0.575,0
1.39E-3,70.259530898,0.704202538,0.007985907,0.579166667,0
1.40182E-3,70.538803272,0.705963417,0.007868467,0.583333333,0
1.41757E-3,70.821957636,0.708276397,0.007751028,0.591666667,0
1.43222E-3,71.108305275,0.710396749,0.007633588,0.591666667,0
1.4376E-3,71.25206757,0.711168303,0.007574868,0.595833333,0
1.44017E-3,71.539864203,0.711533915,0.007457428,0.6,0
1.46204E-3,71.831984314,0.714618401,0.007339988,0.608333333,0
1.47118E-3,72.126212157,0.71588755,0.007222548,0.6125,0
1.47213E-3,72.273425461,0.716018988,0.007163829,0.6125,0
